 
Following Parameters Were Estimated
 
dipole       7  304     0.0000  // estimated
bond         7  304     1.1104     2.0156   // estimated
angle        3    7  304     0.2221   131.9950     0.0000     0.0000   // estimated
torsion      1    3    7  304    0.000 +1    1.110 -2    0.000 +3  // estimated values

Bond Terms 
        At1       At2     R       BLen    Bconst      Eb
Bond: Mg(1  ) -  O(2  ) 2.029    2.016    1.110    = 0.0146  
Bond: Mg(1  ) -  O(3  ) 2.029    2.016    1.110    = 0.0147  
Bond: Mg(1  ) -  O(4  ) 2.029    2.016    1.110    = 0.0147  
Bond: Mg(1  ) -  O(14 ) 2.029    2.016    1.110    = 0.0145  
Bond: Mg(1  ) -  O(15 ) 2.029    2.016    1.110    = 0.0146  
Bond: Mg(1  ) -  O(16 ) 2.029    2.016    1.110    = 0.0144  
Bond:  O(2  ) -  C(5  ) 1.216    1.212    10.100   = 0.0133  
Bond:  O(3  ) -  C(8  ) 1.216    1.212    10.100   = 0.0133  
Bond:  O(4  ) -  C(11 ) 1.216    1.212    10.100   = 0.0142  
Bond:  C(5  ) -  C(6  ) 1.501    1.492    4.800    = 0.0274  
Bond:  C(5  ) -  C(7  ) 1.501    1.492    4.800    = 0.0282  
Bond:  C(6  ) -  H(26 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(6  ) -  H(27 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(6  ) -  H(28 ) 1.106    1.107    4.902    = 0.0003  
Bond:  C(7  ) -  H(29 ) 1.108    1.107    4.902    = 0.0004  
Bond:  C(7  ) -  H(30 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(7  ) -  H(31 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(8  ) -  C(9  ) 1.501    1.492    4.800    = 0.0276  
Bond:  C(8  ) -  C(10 ) 1.501    1.492    4.800    = 0.0284  
Bond:  C(9  ) -  H(32 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(9  ) -  H(33 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(9  ) -  H(34 ) 1.108    1.107    4.902    = 0.0004  
Bond:  C(10 ) -  H(35 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(10 ) -  H(36 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(10 ) -  H(37 ) 1.106    1.107    4.902    = 0.0004  
Bond:  C(11 ) -  C(12 ) 1.501    1.492    4.800    = 0.0278  
Bond:  C(11 ) -  C(13 ) 1.501    1.492    4.800    = 0.0275  
Bond:  C(12 ) -  H(38 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(12 ) -  H(39 ) 1.108    1.107    4.902    = 0.0003  
Bond:  C(12 ) -  H(40 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(13 ) -  H(41 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(13 ) -  H(42 ) 1.106    1.107    4.902    = 0.0003  
Bond:  C(13 ) -  H(43 ) 1.108    1.107    4.902    = 0.0001  
Bond:  O(14 ) -  C(17 ) 1.216    1.212    10.100   = 0.0138  
Bond:  O(15 ) -  C(18 ) 1.216    1.212    10.100   = 0.0138  
Bond:  O(16 ) -  C(19 ) 1.216    1.212    10.100   = 0.0135  
Bond:  C(17 ) -  C(20 ) 1.501    1.492    4.800    = 0.0283  
Bond:  C(17 ) -  C(21 ) 1.501    1.492    4.800    = 0.0279  
Bond:  C(18 ) -  C(22 ) 1.501    1.492    4.800    = 0.0277  
Bond:  C(18 ) -  C(23 ) 1.501    1.492    4.800    = 0.0276  
Bond:  C(19 ) -  C(24 ) 1.501    1.492    4.800    = 0.0283  
Bond:  C(19 ) -  C(25 ) 1.501    1.492    4.800    = 0.0275  
Bond:  C(20 ) -  H(44 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(20 ) -  H(45 ) 1.106    1.107    4.902    = 0.0004  
Bond:  C(20 ) -  H(46 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(21 ) -  H(47 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(21 ) -  H(48 ) 1.108    1.107    4.902    = 0.0004  
Bond:  C(21 ) -  H(49 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(22 ) -  H(50 ) 1.108    1.107    4.902    = 0.0004  
Bond:  C(22 ) -  H(51 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(22 ) -  H(52 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(23 ) -  H(53 ) 1.106    1.107    4.902    = 0.0003  
Bond:  C(23 ) -  H(54 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(23 ) -  H(55 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(24 ) -  H(56 ) 1.108    1.107    4.902    = 0.0004  
Bond:  C(24 ) -  H(57 ) 1.108    1.107    4.902    = 0.0001  
Bond:  C(24 ) -  H(58 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(25 ) -  H(59 ) 1.106    1.107    4.902    = 0.0003  
Bond:  C(25 ) -  H(60 ) 1.108    1.107    4.902    = 0.0002  
Bond:  C(25 ) -  H(61 ) 1.108    1.107    4.902    = 0.0001  

Angle Terms 
             At1      At2      At3     Angle     Thet0   Tconst      Ebend
Angle 1-3: Mg(1  )-  O(2  )-  C(5  )  143.331   131.995  0.2221   = 0.5303  
Angle 1-3: Mg(1  )-  O(3  )-  C(8  )  143.323   131.995  0.2221   = 0.5296  
Angle 1-3: Mg(1  )-  O(4  )-  C(11 )  143.320   131.995  0.2221   = 0.5293  
Angle InP:  O(2  )-  C(5  )-  C(6  )  122.745   123.500  0.8500   = 0.0107  
Angle InP:  O(2  )-  C(5  )-  C(7  )  121.230   123.500  0.8500   = 0.0990  
Angle InP:  C(6  )-  C(5  )-  C(7  )  116.025   116.800  1.2500   = 0.0166  
Angle 1-3:  C(5  )-  C(6  )-  H(26 )  110.753   109.490  0.5400   = 0.0185  
Angle 1-3:  C(5  )-  C(6  )-  H(27 )  110.695   109.490  0.5400   = 0.0169  
Angle 1-3:  C(5  )-  C(6  )-  H(28 )  111.959   109.490  0.5400   = 0.0697  
Angle 1-3:  H(26 )-  C(6  )-  H(27 )  108.159   107.800  0.5500   = 0.0015  
Angle 1-3:  H(26 )-  C(6  )-  H(28 )  107.523   107.800  0.5500   = 0.0009  
Angle 1-3:  H(27 )-  C(6  )-  H(28 )  107.591   107.800  0.5500   = 0.0005  
Angle 1-3:  C(5  )-  C(7  )-  H(29 )  111.213   109.490  0.5400   = 0.0343  
Angle 1-3:  C(5  )-  C(7  )-  H(30 )  110.840   109.490  0.5400   = 0.0212  
Angle 1-3:  C(5  )-  C(7  )-  H(31 )  110.804   109.490  0.5400   = 0.0201  
Angle 1-3:  H(29 )-  C(7  )-  H(30 )  107.785   107.800  0.5500   = 0.0000  
Angle 1-3:  H(29 )-  C(7  )-  H(31 )  107.770   107.800  0.5500   = 0.0000  
Angle 1-3:  H(30 )-  C(7  )-  H(31 )  108.298   107.800  0.5500   = 0.0030  
Angle InP:  O(3  )-  C(8  )-  C(9  )  121.223   123.500  0.8500   = 0.0997  
Angle InP:  O(3  )-  C(8  )-  C(10 )  122.744   123.500  0.8500   = 0.0107  
Angle InP:  C(9  )-  C(8  )-  C(10 )  116.033   116.800  1.2500   = 0.0163  
Angle 1-3:  C(8  )-  C(9  )-  H(32 )  110.798   109.490  0.5400   = 0.0199  
Angle 1-3:  C(8  )-  C(9  )-  H(33 )  110.842   109.490  0.5400   = 0.0212  
Angle 1-3:  C(8  )-  C(9  )-  H(34 )  111.223   109.490  0.5400   = 0.0347  
Angle 1-3:  H(32 )-  C(9  )-  H(33 )  108.290   107.800  0.5500   = 0.0029  
Angle 1-3:  H(32 )-  C(9  )-  H(34 )  107.765   107.800  0.5500   = 0.0000  
Angle 1-3:  H(33 )-  C(9  )-  H(34 )  107.791   107.800  0.5500   = 0.0000  
Angle 1-3:  C(8  )-  C(10 )-  H(35 )  110.684   109.490  0.5400   = 0.0166  
Angle 1-3:  C(8  )-  C(10 )-  H(36 )  110.752   109.490  0.5400   = 0.0185  
Angle 1-3:  C(8  )-  C(10 )-  H(37 )  111.958   109.490  0.5400   = 0.0696  
Angle 1-3:  H(35 )-  C(10 )-  H(36 )  108.155   107.800  0.5500   = 0.0015  
Angle 1-3:  H(35 )-  C(10 )-  H(37 )  107.592   107.800  0.5500   = 0.0005  
Angle 1-3:  H(36 )-  C(10 )-  H(37 )  107.539   107.800  0.5500   = 0.0008  
Angle InP:  O(4  )-  C(11 )-  C(12 )  121.216   123.500  0.8500   = 0.1003  
Angle InP:  O(4  )-  C(11 )-  C(13 )  122.752   123.500  0.8500   = 0.0105  
Angle InP:  C(12 )-  C(11 )-  C(13 )  116.032   116.800  1.2500   = 0.0163  
Angle 1-3:  C(11 )-  C(12 )-  H(38 )  110.800   109.490  0.5400   = 0.0199  
Angle 1-3:  C(11 )-  C(12 )-  H(39 )  111.222   109.490  0.5400   = 0.0347  
Angle 1-3:  C(11 )-  C(12 )-  H(40 )  110.840   109.490  0.5400   = 0.0211  
Angle 1-3:  H(38 )-  C(12 )-  H(39 )  107.770   107.800  0.5500   = 0.0000  
Angle 1-3:  H(38 )-  C(12 )-  H(40 )  108.285   107.800  0.5500   = 0.0028  
Angle 1-3:  H(39 )-  C(12 )-  H(40 )  107.793   107.800  0.5500   = 0.0000  
Angle 1-3:  C(11 )-  C(13 )-  H(41 )  110.685   109.490  0.5400   = 0.0166  
Angle 1-3:  C(11 )-  C(13 )-  H(42 )  111.952   109.490  0.5400   = 0.0693  
Angle 1-3:  C(11 )-  C(13 )-  H(43 )  110.754   109.490  0.5400   = 0.0186  
Angle 1-3:  H(41 )-  C(13 )-  H(42 )  107.591   107.800  0.5500   = 0.0005  
Angle 1-3:  H(41 )-  C(13 )-  H(43 )  108.161   107.800  0.5500   = 0.0016  
Angle 1-3:  H(42 )-  C(13 )-  H(43 )  107.537   107.800  0.5500   = 0.0008  
Angle 1-3: Mg(1  )-  O(14 )-  C(17 )  143.327   131.995  0.2221   = 0.5299  
Angle 1-3: Mg(1  )-  O(15 )-  C(18 )  143.323   131.995  0.2221   = 0.5295  
Angle 1-3: Mg(1  )-  O(16 )-  C(19 )  143.326   131.995  0.2221   = 0.5298  
Angle InP:  O(14 )-  C(17 )-  C(20 )  122.739   123.500  0.8500   = 0.0109  
Angle InP:  O(14 )-  C(17 )-  C(21 )  121.228   123.500  0.8500   = 0.0992  
Angle InP:  C(20 )-  C(17 )-  C(21 )  116.033   116.800  1.2500   = 0.0163  
